Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
Seven cyclists killed in head-on crash,"Gennaro Perri, one of three seriously injured cyclists who survived the pile-up, provided the only eyewitness account of the horrific accident. ""I saw that at a certain point where the road is straight the Mercedes went out of control as it was overtaking. But we didn't have time to realise what was happening."" It is a common sight on a Sunday morning - groups of amateur cyclists out for their weekly ride. The seven cyclists killed yesterday all belonged to the Atlas amateur cycling club based in Sambiase, near Lamezia Terme.",815932013,"Dec 6, 2010",Irish Times,2010, 9
Best foot forward for new cycling meters,"""What will be particularly appealing to people about our meter is its size, its cost and the fact that, because it is fitted to the cycling shoe, it goes with the rider from bike to bike. Our meter is robust and will work in heat, cold and in the wet. We expect the product to be on the market by the end of 2011,"" said Redmond.",818374373,"Dec 17, 2010",Irish Times,2010, 6
Bicycle charger for mobiles launched,"The mobile phone maker says the idea could catch on in Europe where cycling for work, shopping and errands is a common lifestyle. ""We are targeting the initial...",357011541,"Jun 4, 2010",Irish Times,2010, 2
Cyclists offered free tickets to Electric Picnic festival,"The route will take in Blessington, Kilcullen, Athy and then on to Stradbally, a distance of 90 kilometres. The cycle should take around five hours.",366675633,"Jun 11, 2010",Irish Times,2010, 11
Grand Canal &#39;green route&#39; opens for walkers and cyclists,"It links into a cycle route currently being built in Adamstown, as well as the existing pathway from Inchicore along the canal to the Grand Canal Basin. Eventually, it will link to the Portobello to Clontarf route which is in design at present, thus providing a continuous off-road route from Lucan to Howth. Today's opening ceremony in Lucan will be performed by South Dublin County Council Mayor Cllr Mick Duff, Dublin city Lord Mayor Cllr Emer Costello, and officials from ESB Networks and Waterways Ireland.",502251538,"Jun 18, 2010",Irish Times,2010, 3
Top cyclists for new Irish road race,"Italian riders Dario Cioni and Davide Vigano will join an estimated 2,000 cyclists from throughout Ireland and abroad in the Sky Ride Etape Hibernia, which will be held over 128km (82-mile) course of closed roads on August 22nd.",518877519,"Jun 25, 2010",Irish Times,2010, 2
Mother of boy killed on bicycle urges compulsory helmets for under-18s,"""Even though wearing a helmet would have made no difference to [Maurice Cahill]'s life I cannot understand why it is not illegal for children under 18 to ride a bicycle without a helmet and I know that this would have saved other children in other places,"" she said. The mother was deeply critical however of the length of time it took before the inquest into her son's death was heard. ""We find it difficult to understand why it took us 53 weeks to find out how our son died,"" she said. Quoting the ancient Greek playwright Sophocles, Ms [Marian Wallis], who has one other child, said she lost an anchor the day her son was killed. ""Sophocles once said mothers are anchored by their children. We have lost one of our anchors but we will continue.""",577111114,"Jul 1, 2010",Irish Times,2010, 4
Bombay Bicycle Club,"It really doesn't make sense. Fresh-out-of-school Londoners Bombay Bicycle Club, follow up a stellar, if underappreciated, indie-rock debut in 2009 with a collection of acoustic re-workings of their own songs?",595112709,"Jul 9, 2010",Irish Times,2010, 14
"Widow of cyclist gets (pounds) 209,800: [CITY EDITION]: [CITY EDITION]",,310554642,"Jan 15, 2000",Irish Times,2000, 4
Snowfall and cold front send cyclists and temperatures tumbling in Beijing: [CITY EDITION]: [CITY EDITION],"This was the week of crashing bicycles in Beijing. After a rare snowfall we were hit by a blistering cold front from Siberia which drove temperatures down to minus 16C and turned the snow on the streets into lethal sheets of shiny black ice. One second an office worker or shop assistant would be sailing by on a bicycle; the next moment, bike and passenger would be lying in a tangled, skidding heap. The egg and fruit sellers on the little market street near us had an entertaining couple of days, as bicycles slid wildly from under their riders on a particularly deceptive stretch of roadway. Knots of pedestrians gathered to watch as the usually docile Phoenix and Flying Pigeon machines staged suicidal rebellions, their handlebars writhing uncontrollably and throwing the sedate owners on to the road. It wasn't so much fun, of course, for the 6,000 casualties who were taken to the Jishuitan hospital emergency room and other hospitals from all over Beijing with arm and leg fractures. ""Even the corridors outside the wards are occupied by seriously injured patients who will require an operation,"" said Dr Gong Xiaoying, in the Jishuitan Orthopedic Ward as more victims came limping up to the front door, wheeling bikes with twisted handlebars and broken spokes.",310571637,"Jan 10, 2000",Irish Times,2000, 13
Clontarf Cyclists: [CITY EDITION]: [CITY EDITION],,310592324,"Mar 3, 2000",Irish Times,2000, 15
Cycling bug receives a firm swat: [CITY EDITION]: [CITY EDITION],"I was walking through town one evening recently when a sprightly young man with rosy cheeks and a luminous orange helmet whizzed by on his bicycle as I waited to cross the road. ""Mmm, I must buy a bike soon,"" I said to my pal, so impressed was I by this display of youthful, wholesome vigour. ""The exercise and fresh air would do me a power of good,"" I said. ""You did buy a bike, about 18 months ago,"" she pointed out, rolling her eyes to heaven. ""Did I?"" I wasn't convinced so when I got home later that evening I set off in my crampons for the shed, informing mountain rescue of my trip before I departed. And there it was, behind the three broken down Hoovers, four Gutbusters (well, I'd forgotten I'd bought the first three), one swingball, two deceased lawnmowers and one Subbuteo set, complete with Arsenal team minus heads . . . they asked for it after the 1979 FA Cup final (you should see the state of Alan Sunderland, not even superglue will help that lad stand up straight again). It's shiny purple (what was I thinking of?) and has 10 gears, nine more than I need, but it's hard to buy a one-gear bike these days. I think it's something to do with the Celtic Tiger. It has handlebars, two wheels, a saddle and a pump, so the salesman knew he wasn't dealing with a mug.",310610124,"May 6, 2000",Irish Times,2000, 51
&#39;Free&#39; bicycles proposal,"Well, you can bet your bottom dollar that a sizeable proportion of these bikes will end up in the Tolka, the Dodder, the Liffey and the canals.",309947271,"Jan 5, 2006",Irish Times,2006, 17
Cyclists embark on epic journey through city as part of Bloomsday celebrations,"Bloomsday celebrations went ahead yesterday in many venues around Dublin city despite the cancellation of annual events at the James Joyce Centre, North Great George's Street, as a mark of respect to the late Charles Haughey. Kidneys were eaten in Caviston's in Glasthule, Co Dublin from 7.30am onwards, and from 9am there were readings of Ulysses at the James Joyce Tower in Sandycove. John and Marianne O'Reilly from Rathgar in Dublin have been celebrating on the day for 15 years and are such keen fans that they named their daughter [Joyce].",309948525,"Jun 17, 2006",Irish Times,2006, 3
